area,price
109.878945248589,14171.953198572653
110.15115149803302,12949.92165798937
48.76132102302835,8553.649692630763
98.80739770450728,15068.721737458281
34.96896994092786,3794.8641175937737
71.49038734278759,7850.816716484718
58.891684153817266,6669.512237243787
30.258081066690593,3009.59547222532
81.8643884141758,10353.028618671762
37.6123993004836,5072.792751323689
71.17905356999337,11069.358751667896
65.6574109331919,10291.85966334982
74.52025375460674,8241.244957369046
49.14404941800113,5911.3369726295605
29.551717194716403,5156.568121878518
46.01735990216291,4459.477245019333
112.7007590429822,18355.128734209444
74.60053852549868,8463.739813851598
102.83690388655167,10629.429830583946
45.050310073119036,5221.415091473728
76.23087159570694,10371.932877832713
83.7698586289505,8229.53358430898
72.09061200818945,10764.859637076179
25.18898956543249,4335.432953279595
58.67469587032111,10204.898728300963
89.37247443557915,8281.470807530432
69.89008872097799,11152.170009633599
113.02216340580736,10398.729138431698
48.65583602320925,6392.377951626993
90.81381365943015,13364.045006924052
80.65552855108186,8947.321460237601
97.83411757770176,13597.46965194224
107.64379645087884,10375.215359487605
88.94473720963681,11411.59698149278
106.70977540284103,14695.061140741353
39.75053884290598,6581.297391330805
68.84418178238595,9005.872913957282
50.00657604536661,5362.1378228401
62.7489336035924,7848.461347585981
54.08454810022401,7273.699300841603
23.23412067811021,3042.392395440477
118.39292499572421,13110.08440126248
117.97704334446482,10091.055718166986
87.70905085026047,12559.283053952739
40.69506668760679,4876.316685620554
52.755004999445504,7763.17167485473
31.171663921101793,3102.003522969633
44.79275612008266,7282.57649175379
22.98139112779847,3644.199898966095
68.23502232396888,6141.75003378962
115.93161252578825,11678.81210595091
119.76943181766622,15790.278937139205
112.09177868735846,13700.925853265382
42.246018025274864,4710.970277158287
100.57370591442742,11434.651247609214
77.24939534468132,8087.728705092762
107.39708202888565,17542.448953313582
63.54240777834069,10532.25708681734
115.22834679565705,14927.348633911806
116.45576410241942,15160.16358903804
58.12249866302446,11090.475703274587
55.835076534554744,9973.169781285776
62.43201115065796,7960.349040247432
20.213300419733955,2889.9456365067736
73.99058424189704,10096.57265240782
86.2182768710064,9551.884846513818
74.70879981742152,10450.940370351618
111.5580887834111,13235.076221326686
39.937231007331405,8343.557037951328
38.04278970628147,6471.915403889096
81.1870949703169,10130.4172789253
66.61635570333303,8201.53464622739
91.19126531780624,7756.249077753951
28.674210569839467,2829.50566319042
83.2848828762453,9886.00895560542
20.294854961066537,3215.38554611995
64.48846453387284,9129.16248542004
117.7424619098837,17251.4717979831
114.83354782873398,10795.474651005203
118.37288061096775,12482.81340262617
119.19496985749662,9461.681536620801
58.61449089881036,10255.923209870842
94.04995591166225,10449.633973658332
49.1203230474799,9225.688320746547
39.15024753929988,6331.959168287183
111.01918927369931,11914.577806716658
31.27852575372571,4088.377641137751
92.07875086081192,11878.889273425017
61.051357767147,7742.332417453948
90.54307746250306,12164.237784780133
78.77964101887295,9496.86561571774
82.1637051955696,10544.839847221821
50.56709668998676,6629.421293341731
113.36704236439454,12159.95273105571
92.1985670248852,11315.646580489343
102.71727620707014,12697.055214367505
85.47284857913145,10363.397528762493
35.247985630133854,7642.248786636523
93.14035627484891,13663.095080773865
118.62143660401877,10583.804884761756
