Depth,GR,RHOB,NPHI,ILD_Res,Crew,Lithology
1000.0,100.25423918771925,2.531638405415205,0.12152543512631551,0.6836159458479503,Crew_A,Shale
1000.5,148.52704267400426,2.2098197155066384,0.41116225604402556,3.9018028449336173,Crew_B,Shale
1001.0,116.71211418063928,2.4219192387957382,0.22027268508383563,1.7808076120426182,Crew_C,Shale
1001.5,110.8339752072957,2.461106831951362,0.18500385124377416,1.3889316804863792,Crew_C,Shale
1002.0,109.52193086415201,2.4698537942389867,0.17713158518491207,1.3014620576101343,Crew_C,Shale
1002.5,130.5017556996545,2.3299882953356366,0.303010534197927,2.7001170466436326,Crew_C,Shale
1003.0,110.43656308756906,2.463756246082873,0.18261937852541438,1.3624375391712698,Crew_B,Shale
1003.5,105.35054726975518,2.497663018201632,0.15210328361853118,1.0233698179836792,Crew_C,Shale
1004.0,117.4602241281128,2.4169318391459145,0.22476134476867687,1.830681608540853,Crew_C,Shale
1004.5,111.00716356031033,2.4599522429312644,0.18604298136186204,1.4004775706873556,Crew_C,Shale
1005.0,117.26833243028963,2.4182111171314022,0.2236099945817379,1.8178888286859756,Crew_C,Shale
1005.5,109.74292722960178,2.468380485135988,0.1784575633776107,1.3161951486401184,Crew_B,Shale
1006.0,127.94290359262997,2.3470473093824666,0.28765742155577995,2.5295269061753314,Crew_B,Shale
1006.5,83.50875402416997,2.6432749731722,0.021052524145019902,-0.4327497317220015,Crew_A,Shale
1007.0,115.29837303639181,2.431344179757388,0.2117902382183509,1.6865582024261203,Crew_A,Shale
1007.5,114.77966841041992,2.4348022105972005,0.20867801046251955,1.651977894027994,Crew_C,Shale
1008.0,99.48464551094307,2.5367690299270462,0.1169078730656584,0.6323097007295377,Crew_B,Shale
1008.5,128.33159648908494,2.3444560234061003,0.28998957893450966,2.5554397659389956,Crew_A,Shale
1009.0,131.83982263847378,2.3210678490768415,0.3110389358308427,2.7893215092315855,Crew_B,Shale
1009.5,151.5386198022843,2.1897425346514376,0.42923171881370603,4.102574653485621,Crew_C,Shale
1010.0,118.8766760353383,2.4074888264310776,0.23326005621202997,1.9251117356892204,Crew_C,Shale
1010.5,95.88700909260892,2.5607532727159406,0.09532205455565351,0.3924672728405949,Crew_B,Shale
1011.0,99.95391980602521,2.5336405346264987,0.1197235188361512,0.6635946537350139,Crew_C,Shale
1011.5,129.22368310317304,2.3385087793121797,0.29534209861903826,2.614912206878203,Crew_B,Shale
1012.0,120.60486751055899,2.3959675499296065,0.24362920506335406,2.0403245007039326,Crew_B,Shale
1012.5,132.44343778319282,2.317043748112048,0.3146606266991569,2.829562518879521,Crew_B,Shale
1013.0,104.79635710984455,2.501357619267703,0.14877814265906733,0.9864238073229703,Crew_A,Shale
1013.5,115.04144528763821,2.4330570314157454,0.21024867172582926,1.6694296858425477,Crew_C,Shale
1014.0,127.79851803996186,2.3480098797335875,0.2867911082397712,2.5199012026641245,Crew_A,Shale
1014.5,104.34543415714256,2.504363772285716,0.14607260494285554,0.956362277142838,Crew_C,Shale
1015.0,129.10508658374312,2.3392994227750457,0.29463051950245883,2.6070057722495408,Crew_A,Shale
1015.5,114.09178704989777,2.4393880863340147,0.2045507222993867,1.6061191366598515,Crew_B,Shale
1016.0,134.43197053870068,2.3037868630753287,0.3265918232322042,2.9621313692467126,Crew_B,Shale
1016.5,95.83368681410344,2.5611087545726434,0.0950021208846208,0.38891245427356314,Crew_B,Shale
1017.0,107.95944391817783,2.4802703738788145,0.16775666350906696,1.1972962612118554,Crew_C,Shale
1017.5,140.84811958175277,2.261012536121648,0.36508871749051675,3.3898746387835184,Crew_A,Shale
1018.0,141.76560018576842,2.254895998761544,0.3705936011146105,3.451040012384561,Crew_C,Shale
1018.5,142.87343486322996,2.2475104342451333,0.37724060917937996,3.5248956575486643,Crew_A,Shale
1019.0,93.22210366147645,2.5785193089234903,0.07933262196885872,0.21480691076509717,Crew_B,Shale
1019.5,151.3765922267899,2.190822718488067,0.42825955336073956,4.091772815119327,Crew_A,Shale
1020.0,122.65688666542738,2.382287422230484,0.2559413199925643,2.177125777695159,Crew_A,Shale
1020.5,123.99087884823054,2.3733941410117962,0.2639452730893833,2.266058589882036,Crew_C,Shale
1021.0,103.45735441895945,2.5102843038736036,0.14074412651375673,0.8971569612639632,Crew_C,Shale
1021.5,151.14698234182623,2.1923534510544918,0.42688189405095744,4.0764654894550825,Crew_A,Shale
