Area,Price
49.05219379088878,15163
49.389906937788325,12968
39.69601439049814,18222
110.54130870711856,49224
94.3835071577263,47968
115.97056650090232,30952
51.72751782758752,20997
65.3675049722807,27372
94.28098820838639,38672
47.57425521212009,21590
95.698550098885,52452
34.44604406471486,13576
127.36410776893986,31095
57.65747841710213,21618
128.22216169279673,68073
96.11956529039476,40896
39.169422913275206,10583
57.44317350745551,26865
88.50626015541646,33235
94.17440937737085,46945
58.329217636541536,12328
125.57475998383129,32849
66.39510938313637,25859
51.48093794886273,30658
124.73332296504181,29838
109.7906128609188,57080
84.9372556161789,41712
100.28583103898521,52069
67.89039819203359,35791
128.6587624582345,25960
127.7411602040157,63832
91.59846883190565,27591
111.17273078101735,43380
123.64012682099894,47237
30.7177885084405,10823
96.0665324905527,19965
95.39616639106973,48039
43.577673069566345,11023
48.97373584430521,17568
75.59640049676425,21270
46.0315871855891,20610
79.34064623621053,21150
97.93403093229139,30660
108.81301352935769,28342
60.41811654336203,13250
97.40825155309919,32834
31.96861637016237,16373
107.51956956149745,34776
31.096233361956124,11656
63.13156245961844,18808
123.38146258160226,70900
125.22448318323607,32675
56.67825568060391,12161
52.92396635149269,13716
89.40810474278507,52377
87.95418442729337,28222
102.0219781039197,41837
96.98548614207542,55085
85.40490345304856,31989
78.31146714263511,22397
64.67734385217287,35417
107.66872023441917,48738
66.69854788329815,20897
108.18745351557604,40675
123.6620784594692,33085
117.20735994368833,38826
55.43227623268639,16888
60.411247949157,19723
74.73334692704677,34417
50.39324322592644,27114
85.3252283126694,37534
100.25544010495585,53814
77.05737486117175,22803
60.559927159040015,17147
38.73840728989717,17055
52.148209055700605,31012
95.86721977462227,44680
69.08278545543288,33503
124.33482762245092,24940
89.27608996533203,35814
34.39224417630476,16191
100.34798095385149,38890
50.02279820752776,10154
44.30810939574684,13149
38.264140738927765,20331
101.63749172210534,28501
86.77184436477616,26077
85.8789018640169,20648
95.88488419048781,37533
83.4975161333312,42130
53.98188347798309,17519
42.17904672901392,13997
50.95409790806918,23549
76.09049297731583,42216
75.40372860299954,25225
129.281347401625,64340
47.54542430179862,25765
108.56461022658725,55915
93.03806462070588,23376
121.61941745480316,59519
